"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 02 07:33:02 GMT 2022","Fri Dec 02 07:33:15 GMT 2022","12694","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaJson","should delete JSON schema",""
"passed","Fri Dec 02 07:32:58 GMT 2022","Fri Dec 02 07:33:02 GMT 2022","4070","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaJson","should create JSON schema",""
"passed","Fri Dec 02 07:31:55 GMT 2022","Fri Dec 02 07:31:58 GMT 2022","2977","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","checkTopicListElements","Checking Topics section within Kafka-ui Application",""
"passed","Fri Dec 02 07:33:19 GMT 2022","Fri Dec 02 07:33:31 GMT 2022","12857","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaProtobuf","should delete PROTOBUF schema",""
"skipped","Fri Dec 02 07:31:22 GMT 2022","Fri Dec 02 07:31:22 GMT 2022","0","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","updateTopic","should update a topic",""
"passed","Fri Dec 02 07:32:38 GMT 2022","Fri Dec 02 07:32:42 GMT 2022","4103","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","updateSchemaAvro","should update AVRO schema",""
"passed","Fri Dec 02 07:33:15 GMT 2022","Fri Dec 02 07:33:19 GMT 2022","3642","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaProtobuf","should create PROTOBUF schema",""
"passed","Fri Dec 02 07:34:07 GMT 2022","Fri Dec 02 07:34:12 GMT 2022","4963","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","updateConnector","should update a connector",""
"passed","Fri Dec 02 07:34:23 GMT 2022","Fri Dec 02 07:34:27 GMT 2022","4255","","com.provectus.kafka.ui.suite.brokers.BrokersTests","","com.provectus.kafka.ui.suite.brokers.BrokersTests","checkExistingBrokersInCluster","Checking the existing Broker's profile in a cluster",""
"passed","Fri Dec 02 07:32:32 GMT 2022","Fri Dec 02 07:32:38 GMT 2022","5801","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","createSchemaAvro","should create AVRO schema",""
"passed","Fri Dec 02 07:31:22 GMT 2022","Fri Dec 02 07:31:36 GMT 2022","14652","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","deleteTopic","should delete topic",""
"skipped","Fri Dec 02 07:32:27 GMT 2022","Fri Dec 02 07:32:27 GMT 2022","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","clearMessage","clear message",""
"passed","Fri Dec 02 07:34:16 GMT 2022","Fri Dec 02 07:34:20 GMT 2022","3409","","com.provectus.kafka.ui.suite.SmokeTests","","com.provectus.kafka.ui.suite.SmokeTests","checkBasePageElements","check base page elements",""
"passed","Fri Dec 02 07:31:53 GMT 2022","Fri Dec 02 07:31:55 GMT 2022","2750","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","checkCustomParametersWithinCreateNewTopic","Checking requiredness of Custom parameters within 'Create new Topic'",""
"passed","Fri Dec 02 07:33:53 GMT 2022","Fri Dec 02 07:34:07 GMT 2022","14019","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","deleteConnector","should delete connector",""
"passed","Fri Dec 02 07:33:43 GMT 2022","Fri Dec 02 07:33:53 GMT 2022","9452","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","","com.provectus.kafka.ui.suite.connectors.ConnectorsTests","createConnector","should create a connector",""
"passed","Fri Dec 02 07:31:36 GMT 2022","Fri Dec 02 07:31:40 GMT 2022","3179","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","redirectToConsumerFromTopic","Redirect to consumer from topic profile",""
"passed","Fri Dec 02 07:30:49 GMT 2022","Fri Dec 02 07:31:08 GMT 2022","18293","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","createTopic","should create a topic",""
"passed","Fri Dec 02 07:32:42 GMT 2022","Fri Dec 02 07:32:45 GMT 2022","3120","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","compareVersionsOperation","Checking Compare Versions operation for Schema",""
"passed","Fri Dec 02 07:32:20 GMT 2022","Fri Dec 02 07:32:27 GMT 2022","7199","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","produceMessage","produce message",""
"passed","Fri Dec 02 07:31:40 GMT 2022","Fri Dec 02 07:31:53 GMT 2022","12974","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","checkTopicCreatePossibility","Checking Topic creation possibility in case of empty Topic Name",""
"passed","Fri Dec 02 07:31:08 GMT 2022","Fri Dec 02 07:31:22 GMT 2022","13922","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","checkAvailableOperations","Checking available operations for selected Topic within 'All Topics' page",""
"skipped","Fri Dec 02 07:32:27 GMT 2022","Fri Dec 02 07:32:27 GMT 2022","0","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","","com.provectus.kafka.ui.suite.topics.TopicMessagesTests","copyMessageFromTopicProfile","Message copy from topic profile",""
"passed","Fri Dec 02 07:32:45 GMT 2022","Fri Dec 02 07:32:58 GMT 2022","12913","","com.provectus.kafka.ui.suite.schemas.SchemasTests","","com.provectus.kafka.ui.suite.schemas.SchemasTests","deleteSchemaAvro","should delete AVRO schema",""
"passed","Fri Dec 02 07:31:58 GMT 2022","Fri Dec 02 07:32:14 GMT 2022","15232","","com.provectus.kafka.ui.suite.topics.TopicsTests","","com.provectus.kafka.ui.suite.topics.TopicsTests","addingNewFilterWithinTopic","Filter adding within Topic",""
